"Area","ED","Energy","SS","ResidueLength","PairNumber","NewPredicted"
7798.91,16065,-2579.36,67,134,970,3.50538009537106
12403.4,116193,-2630,47,235,4905,2.61085294840032
12182.4,38985.2,-364,30,166,1111,3.30933103376917
13836.6,81157.4,-5290,54,272,3539,4.24909539507923
8791.19,16779.8,-2754.3,72,142,844,3.79058748914326
9289.3,37963.4,-3791.31,39,180,2054,4.56191958045889
6886.36,7480.09,-1462.33,32,93,545,2.51922785462758
8712.12,38889.6,-4190,21,196,1885,1.98152873907654
7780.26,10125.6,-2411.93,21,123,621,3.94433233403964
7468.96,13947.6,-2305.18,94,120,809,3.37766090546334
4956.98,4217.28,-1250,12,79,317,2.24335706910189
7645.96,9489.49,-3066.52,95,130,490,1.7420652762066
7928.15,9416.93,-2929.96,20,138,554,3.21768053979577
9813.98,10188.8,-2650,35,154,587,2.86967073168995
8489.87,10545.8,-3035.12,38,156,654,3.52295084498276
6389.45,15129,-2802,18,123,1012,0.278173711111111
9161.81,17378,-3864,28,155,932,0.174905015061848
6751.22,8436,-2977,27,124,491,0.203864778787879
9170.33,20178.8,-3500.93,80,163,1162,2.72258700938052
8560.23,30913,-3620,68,169,1631,0.4120661
14290.9,145564,-5480,51,315,5844,2.92315050272463
11967.8,29999.3,-1430,31,166,1111,3.52974033759743
11654.5,73529.8,-4340,21,249,3630,1.63856574805067
11319.8,43474.1,-1670,56,223,2059,2.4293636294608
4844.54,3780.02,-1530,13,79,317,2.26195283398339
10968.9,85618.9,-2390,27,220,3450,3.17675972548341
3795.57,2141.09,-562.578,6,43,161,4.7978470311976
10099,26250.5,-4361.28,36,214,1469,3.22266838511492
13531.9,98009.4,-6092.28,166,281,4061,3.57429465485273
16764.9,111607,-5990,42,322,4619,3.44831935910018
20937.8,293216,-12713,299,510,9549,0.0384366
7049,12723,-3705,27,149,805,0.165847759259259
6894.8,5074.41,-2259.92,54,107,346,2.9505103094797
13840.9,80409,-7526,37,317,3384,0.252784133333333
7844.34,5432.08,-1740,28,86,205,2.58843591904762
22651.8,339892,-12353,85,575,10547,0.184549975
9085.12,34207,-3850,34,151,1307,0.3876058
14734.9,138679,-8991,46,346,5743,0.0377871666666667
20332,371342,-12248,94,526,12505,0.0547225333333333
10063.1,35302.2,-4472.42,110,208,1691,4.65456383756999
3445.63,1393.14,-682.524,32,40,100,2.8470279011151
9394.81,33386.1,-3637.24,92,176,1922,3.51743884522597
12187.3,45629.1,-5998.89,63,273,2061,4.19227736443451
9789.82,26617.3,-3350.04,32,174,1415,3.79776690804679
9402.96,22472.5,-2801.45,77,145,1156,4.22474987048131
10657.9,18689,-4779,54,197,932,0.37824134174938
5319.67,4463.27,-1590,19,88,292,2.22565259824788
8519.88,24525.1,-3046.66,33,157,1519,3.62660989679873
8881.74,37240.8,-3739.61,52,180,2054,4.29526352085014
8495.22,32266,-3333,20,181,1870,0.368879033333333
8010.57,12862,-2743.19,15,132,806,3.87054202701301
8719.41,25584.9,-3501.99,32,157,1519,1.116728342656
8596.75,20801.9,-3641.59,89,163,1162,3.14178148670553
7797.13,12825,-2839.57,15,132,806,3.8323305070719
5471.12,7379.94,-1842.28,70,104,457,3.7690368597308
9682.81,39959.8,-3020,20,196,1885,2.97022782832235
5394.82,4779.35,-2200,12,79,292,2.96659677770061
10861.8,39558.2,-3932.27,30,193,2118,3.76847442553915
8498.3,15941,-3609,28,142,765,0.0126030666666667
9055.97,51883.6,-3190,31,188,2599,3.14287816691322
6786.83,14067.7,-1519.19,26,96,804,3.33652784605575
7191.21,8561.13,-1723.04,19,97,425,3.15543276479076
5194.1,4174.46,-543,12,79,317,2.24488630597976
10834,32899,-3485,10,142,1308,0.210678433333333
5244.59,4337.34,-1450,17,88,292,1.92599263839375
13225.1,32119,-5875,18,192,1119,0.152821888888889
11328.5,69064.4,-5381.11,150,247,3373,1.40583303749418
20496.4,177693,-7480,99,449,5537,2.04387985276853
9987.12,53352,-4544,20,218,2820,1.96263919352069
13308.9,45620.7,-5916.28,52,273,2061,4.1458392459343
10592.8,39551,-4867,39,205,1873,0.337421004072398
9603.44,39751.1,-2811.47,73,159,2181,4.00840263648564
8437.17,46970.3,-5160,22,216,2677,2.70012110702677
5643.88,7521.78,-1885.26,75,104,457,2.150702896887
13787.6,57650,-6542,55,308,2535,0.797788461153846
5586.64,3516.92,-764.659,35,51,132,3.55367867980337
14302.5,141922,-3450,37,315,5844,2.46648818160197
18433.1,160335,16000,78,388,6290,3.4495996472264
9577.37,18913.8,-4490,30,168,772,0.645537338404327
26230.2,328080,-9130,77,540,8870,3.03847374796635
6469,5309.06,-2160,10,79,292,1.66492580431226
6778.44,12058.7,-1788.47,7,105,765,2.37245582758234
13378.5,135275,-10438,43,323,5526,0.0256945
19629,151385,-8880,86,449,5537,1.91682421884761
6901.81,4129.54,-2307.74,71,101,249,3.99780805871916
9433.12,22672.4,-4130,43,182,1212,1.82886026055901
7430.14,9529.78,-2453.33,19,123,621,2.80851507118981
9497.91,26050.5,-3334,29,174,1415,3.65077412641377
12268.7,52837.5,-3920,31,216,2677,3.5515830854009
5492.38,4207.42,-1160,12,79,317,2.47233104508169
10177,40110,-4292,21,195,1993,0.693046135175633
11718.7,55384,-6353,349,273,2603,0.202152611764706
23167.1,258147,-9100,103,537,8350,2.906317733163
14562.3,112882,-6103,50,310,4532,1.19308127281461
6969.95,4170,-2262.82,66,101,249,3.98185978642578
5319.08,4231.72,-1080,10,79,317,2.14665279330115
6156.12,10919.6,-1794.44,24,102,764,4.30058010425671
7225.72,9539.3,-2508.5,21,123,621,2.57582750628974
16448.6,144996,-7575.88,193,362,5847,3.39010637980174
7385.12,9344.92,-3202.51,18,138,554,2.30422929236024
8696.84,11186.3,-3095.11,42,156,654,4.12035005318805
11968.7,39180.3,-443,33,166,1111,3.47883503998547
11123,60015,-6162,138,268,2899,0.163884212612613
20468.2,256684,-7874,127,466,9262,0.663863477777778
9270.44,39513.1,-4090,11,196,1885,1.86630095735157
8712.11,12270.2,-2629.18,85,136,619,3.24940488653445
9005.78,28669.5,-3377.51,31,179,1626,4.40840958126307
8891.5,12096.1,-2687.58,90,136,619,3.11342242085378
12775.2,45688,-6517,43,273,2127,0.296846693939394
10955.7,113262,-4060,45,235,4905,1.96319308283838
19837.6,387848,-6805,51,391,10104,1.01590407207207
10348.7,86088,-2450,21,220,3450,3.31637774153984
7779.98,9441.89,-2997.92,97,130,490,1.70323741821707
4829.71,2984.49,-1299.92,47,67,224,3.95461919228469
13665,80614.9,-5700,49,272,3539,3.66517157688748
10132.5,10294,-2820,35,154,587,2.75750149758972
11536.9,73455,-4630,25,249,3630,1.65659855566461
13911.7,52579.3,-5849.04,58,288,2334,4.6499586476923
12162.9,68474,-4482,54,214,2533,2.60551386422512
5732.42,7563.56,-1891.06,77,104,457,2.17942009147289
9176.04,27046.5,-2924.98,101,158,1403,4.16528727688798
13134.5,51333.6,-1500,35,234,2464,2.53405538276401
15324.3,175107,-7108,51,363,6979,0.176064223748395
10767.1,48965.7,-3810,28,216,2677,3.07846946133922
10719.1,55379,-3185,39,192,2601,1.49462698922893
14158.1,93957,-5755.07,47,294,4249,3.58992396676852
5309.1,3017.87,-1196.11,49,67,224,2.58141580406915
11640.5,113778,-2550,48,235,4905,2.88525533558994
11578.4,36065,-4388,33,208,1521,1.31401194187344
12912.2,78916.8,-2900,46,272,3539,3.58318109069948
9523.82,38655,-5119,99,194,1933,0.2877927
9400,27496,-2180,30,156,1364,3.5531942853599
9426.67,39027.3,-2690,15,196,1885,2.76683146779507
10210.1,38073.9,-4392.24,116,205,1751,2.34293257499373
12804.6,61758.2,-3260,62,223,2822,4.10614163999023
15662.3,173536,-7156,53,328,5633,0.281092225210084
16057.9,126304,-7734,210,282,4620,0.0898027952380952
16438.5,189878,-9723,71,350,7587,0.0299486666666667
10776.5,71879,-3766,29,214,3291,0.936269358251232
8568.59,12297.9,-2457.77,57,128,693,3.57498462147315
21708.4,412889,-8540,62,473,14125,2.71460574497017
12635.5,78931.4,-5890,35,272,3539,3.19055086608049
9286.36,30285.7,-3313.87,120,171,1747,4.70997414531652
7996.71,11862,-3493,31,157,661,0.437210768817204
13662.9,61082.4,-3890,30,247,2754,3.5076802620456
12865.5,46727.5,-2240,52,223,2059,2.60938526068041
12108.9,114104,-2690,44,235,4905,2.78403960956888
16171.8,120100,-4930,64,271,4426,3.28007369922114
5825.35,7125.23,-1663.46,53,93,545,3.49430857005903
7624.02,22340,-2403,27,156,1407,0.904193695652174
9755.31,7573,-3094,75,135,483,0.954457522796811
18394.9,280847,-12312,58,463,10396,0.142739892857143
6996.4,10868,-1166,14,100,656,1.84359989822746
4824.72,3204.54,-1205.72,35,71,249,3.29183417472887
9380.97,29795.1,-3271.77,123,171,1747,4.65157542070683
8327.43,12191.7,-2563.31,82,128,693,2.55984703866816
14116.3,142945,-6256.59,160,308,6057,3.04309970379028
8257.09,9626.63,-2970.43,18,138,554,3.44874190907791
5355.99,4139.69,-1190,12,79,317,2.46173783286073
11138,48218,-4126,110,211,2253,2.63499571915266
9879.31,34485.2,-3381.73,82,176,1922,4.04233345713407
9687.36,24798,-4140,39,190,1359,0.303781666666667
12832.4,51315.4,-3290,32,234,2464,2.83063383060565
6613.6,10135,-3580,15,109,689,2.69423789219672
20528.8,164058,-8560,100,388,6290,3.19614616597435
13387.1,62956.6,-3960,40,224,2192,2.99538128452667
9571.69,55193,-5465,182,193,2810,0.0724727
10100.8,26421.6,-4390.07,37,214,1469,3.07305289011025
13740,111610,-5020,57,271,4426,2.86399630387579
12417.6,45132.6,-3320,46,223,2059,2.53505369472525
12480.7,79980.8,-6600,33,272,3539,2.60063452663558
8552.74,13782.6,-2947.73,20,148,729,3.62272412188262
11884.5,113537,-3020,51,235,4905,2.56150062378907
13183.2,100276,-6767,129,259,4533,0.182392166666667
8409.31,7720,-2625,28,144,430,0.526018704761905
9366.12,16918.7,-3924.08,79,172,973,3.18800804107965
8097.57,16862.3,-2911.73,82,142,844,3.26253903887512
8217.91,11855.1,-2596.11,86,128,693,2.46007460461437
18897,160331,37900,83,388,6290,3.55838386277261
9918.68,37540,-4179,33,183,1932,0.837919607677617
18533.3,177059,-9075,48,392,6182,0.51862285550887
8549.28,19890.6,-3539.98,90,163,1162,2.38090829906131
13712.1,44258.5,-2660,47,234,1581,2.98318030874765
6708.79,8175,-2738,12,120,520,0.473190916666667
5291.91,6072,-2804,7,89,428,0.107899
4973.5,3307.61,-1185.67,34,71,249,3.43485457916353
13401.2,80675.2,-5930,51,272,3539,3.56395403230169
13426.2,114353,-1640,52,235,4905,2.99584485716697
4064.88,2175.7,-1091.2,20,54,165,1.5903053278266
13098.3,59506.1,-3060,36,223,2822,4.13340363791308
8170.55,9589.1,-2393.77,21,123,621,3.33499018497255
11009.6,19301,-1965,111,157,977,1.85951105238095
22295.6,517263,-11513.9,139,540,18067,4.17204600521154
8037.94,16391.1,-2382.56,46,134,970,3.52707350396826
8938.99,39562.6,-2950,21,196,1885,2.77744927396455
6189.49,8616,-1915,17,113,585,0.250641028030303
9312.93,27215.7,-2919.28,88,158,1403,3.51539661173897
7748.85,9128.2,-2000,27,102,516,4.08485298011314
7965.01,9993.89,-3141.04,19,138,554,2.98931011314543
10066.2,27040.4,-3270.03,32,174,1415,3.86747329493462
8174.37,25450.9,-2050,30,156,1364,3.88359939162948
8571.72,6355.81,-2315.16,63,109,346,0.703531157955865
10330,34526.6,-4352.65,130,208,1691,4.27341867570204
6067.61,11360.5,-2347.21,101,111,651,1.11494260021226
9922.84,34495,-5973,130,190,1990,0.40213961948052
6839.2,13025.7,-1481.3,22,96,804,2.97924776833839
9341.17,30993.9,-3400.25,110,171,1747,4.67452784158239
14012.3,64119.4,-952,59,223,2822,4.06700429830574
10896.4,49579.8,-4870,22,216,2677,2.76844017107562
10397.2,110621,-2270,47,235,4905,3.55297953825719
7209.61,4061.9,-2258.27,71,101,249,3.97611594843332
11778,54060.1,-4411.69,80,209,2534,4.43767058145765
8835.56,29189.2,-3409.75,36,179,1626,4.60614947164267
9158,36915,-4694,105,174,1806,0.555029547008547
21978.2,254773,-11900,75,540,8870,3.0539054696102
8876.41,41648,-3024,25,165,1929,0.819769570238095
5154.78,4228.81,-1640,14,88,292,1.39788428464743
9543.45,30676.8,-3256.08,122,171,1747,4.79306257222912
18828.1,361954,-7976,59,436,12495,0.389334044444445
6918.97,6500.37,-1710,18,119,395,2.79030867142857
6831.85,14129,-3031,15,118,972,0.4559232
6007.39,7391.74,-1599.62,49,93,545,2.87214627901811
9559.37,17129.7,-3989.29,33,183,931,1.08583927084995
5277.96,4254.62,-1580,13,88,292,1.37204948324921
12563.7,82708,-6246,122,238,3456,0.18000505
7882.36,22368,-3237,57,148,1165,0.615712892307692
16704.6,185687,-8577,72,346,7328,0.101231029100529
5461.06,4217.6,-1100,15,79,317,2.45529080829978
24048.7,291235,-12360,74,476,8342,0.565684608333333
13288,79938.5,-5250,42,272,3539,3.82645907539852
11185.4,58437,-4445.11,129,217,2904,2.9020713829165
6883.62,9535,-1855,24,125,590,0.340502885936286
15588.6,116375,-3450,50,271,4426,2.42341873162351
9711.93,26696.4,-2000,39,166,1414,4.14591826642801
14442.7,80055.9,-845,58,223,2059,2.64915712604864
9745.18,10186.1,-2350,36,154,587,2.53091675667051
5564.61,7163,-1945,39,91,515,0.637176219047619
3817.8,2128.21,-1094.06,23,54,165,1.74950844051268
3883.42,2188.96,-1147.42,20,54,165,1.55300826331037
5965.85,7808.31,-1832.09,72,104,457,2.45788342168549
14133.8,73568,-8904,139,327,3223,0.118099533333333
17485.6,165557,-7441.82,71,352,6744,1.63960931385771
6418,10338.4,-2620,14,109,689,2.78995228143475
4305.87,1937.45,-1055.69,5,63,166,2.84525612983536
5565.15,7623.93,-1859.57,67,104,457,2.5394472041873
11713.4,44732.2,-5380,38,215,2188,2.94104380416925
7725.52,12847.4,-2808.44,15,132,806,3.83574915544752
4797.59,4127.65,-1368.05,9,72,340,3.80464842908584
7890.94,10150,-1731.48,40,101,516,3.98211508953059
4627.17,2807.92,-1256.75,32,67,224,3.71702695757277
15660.2,114991,-4750,56,271,4426,3.01894527436123
23726.3,267505,-9460,106,537,8350,3.11091780339117
6121.07,10508,-2108,28,99,691,2.34561159173345
10527.9,37117.8,-4130.87,106,205,1751,3.02053463652175
22880.5,282693,-9573.47,69,468,9276,4.78809449366696
5295.02,4256.9,-1260,19,88,292,1.70512665264588
13060.6,53713,-4093,91,226,1876,1.33389856071429
8341.32,30261.3,-2110.21,56,132,1513,4.05468862222222
9817.97,33505.9,-3492.59,93,176,1922,3.96963194725298
11899.9,36583.2,-2510,38,166,1414,3.81276258575631
6867.66,13554.4,-1511.16,21,96,804,2.33640437743975
12091.1,66971,-7173,203,253,3063,0.011216
6414.69,10326.7,-3580,19,109,689,2.73080110088479
8590.06,20058.4,-3457.69,80,163,1162,2.25395016292559
19731.7,555144,-10219,108,509,20216,1.1022129891322
9230.07,21832.1,-2801.29,74,145,1156,4.3005424689407
10591.4,38399.1,-4213.16,107,205,1751,3.09240661150388
5902.88,7304.41,-1643.28,52,93,545,2.79761469614072
10738.6,48380,-6093,18,220,2325,0.404238261111111
2420.35,52.6785,-495,6,33,5,1.28029959457489
15132.2,134839,-11936,55,410,5536,0.0769515
9279.33,52550.3,-2970,31,188,2599,3.22873792483228
8646.24,26761,-2776.53,87,156,1521,3.82931327715232
12662.1,36737,555,60,234,1581,2.33935455493455
9725.75,39610.6,-3110,17,196,1885,2.83319044605435
22654,280014,-9684.44,68,468,9276,4.67736320683794
9104.76,28146,-3670,29,194,1521,3.45063388899122
6756.92,12064.9,-1796.28,8,105,765,2.3593101839926
4431.5,3041.75,-1220.95,35,71,249,3.1584922275864
8674.99,9918.52,-2570,44,154,587,2.5100812936811
7503.03,26464,-3133,34,161,1523,2.80537345425144
16912.4,193121,-6890,43,390,7459,3.24261041363737
11682.2,47692.7,-5090,23,215,2188,2.9455596605164
13263.2,51930.3,-5250,38,234,2464,2.69174187407173
13494.2,80509.9,-5190,43,272,3539,3.68496490554177
9472.99,30668.9,-3249.7,128,171,1747,4.75053290294741
5491.12,2099,-1320,19,81,167,1.35581385
31407.1,902141,-22365,114,745,22735,0
14931.7,78971,-7194.38,63,320,3466,4.42766675246383
9182.17,17279.4,-4198.04,35,183,931,1.37792717214756
13337.4,46970.3,-5838.65,63,273,2061,3.75381073839751
11540.7,50315.5,-5640,26,216,2677,3.11236164906236
8633.7,11982.5,-2522.51,87,128,693,1.88304988812712
14229.4,140962,-5830,48,315,5844,2.89799747182978
15081.4,105874,-9842,195,321,4247,0.035065
4949.02,4040.12,-1289.23,7,72,340,3.62883175275816
8500.74,11004.7,-3069.16,57,156,654,3.71412737033175
12347.2,78491.6,-4780,50,272,3539,3.44394282144862
11443.5,68668,-5248.62,124,247,3373,1.65537277000929
10364.5,38100.3,-4169.51,125,205,1751,2.22528011318796
12645.7,75963.4,-5533.48,47,262,3211,4.3862305503005
15909.6,110534,-6040,32,322,4619,3.24280991562095
12212.3,48632.4,24900,31,166,1414,3.56951430816451
17743.1,163185,-7395.97,73,352,6744,2.01928186610451
17564.4,364615,-10537,214,442,12655,0.0469111428571429
9024.51,20544,-3455.21,91,163,1162,4.19266414017024
13072.8,104858,-5664,43,301,4340,0.346898716666667
12286.1,49009,-5390,38,215,2188,3.86548760701583
9018.67,28767.4,-3236.01,34,179,1626,4.53233691029171
11297.4,51110.8,-5400,33,216,2677,2.82036999057761
9806.74,14095,-5036,69,176,734,0.249323933333333
21221,159602,-4590,96,449,5537,2.12595240996645
12918.4,40887.3,-2730,50,234,1581,2.15115898737198
10424.9,62920,-7004,36,207,2748,0.327001533333333
6132.72,3843,-2042,11,100,248,0.153631266666667
20428.7,342802,-12263,293,451,11877,0.0080428
11939.8,60418.9,-6630,30,247,2754,1.87982990301587
16988.3,152704,-8011,42,358,6070,0.440375444444444
18689.5,200866,-8130,49,390,7459,3.88162752416142
13619,47191,-5720.24,64,273,2061,4.08168530827135
11235.2,42997.7,-3930,61,223,2059,2.41990631543401
11786.4,77934,-5114,117,254,3371,0.482604394660895
6760.53,6916.61,-1940,160,109,486,4.24693880464915
6102.98,10115,-2406,16,110,649,0.646978795169238
22285.9,279444,-9728.33,79,468,9276,4.33388110249978
8829.01,28697.7,-3482.98,35,179,1626,4.54147505324242
7922.74,26535.1,-3006.53,89,156,1521,3.9876870408807
5618.89,4606.95,-1030,21,85,343,1.36899680151257
22664.6,515654,-11606.4,150,540,18067,4.15941876075551
14465.4,96188.2,-5709.99,65,294,4249,4.47075726243528
16432.7,112274,-5308,32,335,4248,1.01129687424242
13439.6,117826,-9183,53,300,5124,0.0087265
8256.84,37655.4,-1970,11,196,1885,2.69306338577609
5792.46,2275.45,-1397.17,17,82,185,3.94249591630363
9075.43,34571,-4805,30,211,1632,0.276405158874459
6921.71,9199.78,-3260.9,18,138,554,2.70515442844013
6673.34,5294.25,-1362.09,63,108,318,2.2210539061376
10277.6,29870.4,-2160,32,156,1364,4.57226861005726
8586.58,12186.9,-2460.86,80,128,693,2.82493613007387
8352.86,4676.79,-2545.29,30,131,271,4.66451432991037
4174.82,2009.78,-1114.09,5,63,166,2.95992456971365
18962.5,256628,-10289,154,447,7595,0.0308277
4490.7,1552.68,-827.579,37,52,133,3.1391984941269
12466.8,70643,-5495.77,35,262,3211,4.75657070328988
8476.73,26884.6,-2710,36,166,1414,3.73241144148629
7487.74,13312,-347,11,129,772,1.36264334014826
9559.36,28582.9,-2660,30,166,1414,3.94721367114487
10587.5,33936,-4754,101,214,1696,0.159622778787879
13815,78293,-9441,342,309,3465,0.309727909803922
5533.08,8676.73,-1712.58,46,93,577,3.5508904268528
3770.88,2208.51,-541.179,14,43,161,4.15942988621898
14478.5,79520.5,-7081.48,74,320,3466,4.66104930431019
23662.2,210146,-10607,92,505,6761,0.391531608115719
20816.2,152933,-7720,92,449,5537,2.01559986912194
5112.59,4166.29,-1190,11,79,317,2.30142405643187
8711.17,30051.2,-2045.52,31,132,1513,3.66035566666666
6907.46,13264.8,-1481.31,20,96,804,2.36768462993677
16065.1,257919,-9075,58,361,9536,0.002293
7392.65,15087.5,-2720.68,75,134,970,3.19669144149546
4362.51,2254.7,-997.441,22,54,165,1.60853381135494
5646.36,4383.27,-345,20,88,292,2.40281291465716
11899.1,59288,-6406,22,194,1874,0.900290733333334
7633.5,11188,-2818,21,127,657,0.3482106
8975.03,13849.8,-2863.83,13,148,729,3.89642699416018
12427.8,48276.4,-4670,23,215,2188,3.12607509171458
17920.1,160718,-10200,77,388,6290,3.49831969709113
15165.1,96329.4,-4510,71,254,3885,4.14775452035363
6896.08,13352,-1517.18,25,96,804,2.48639087634393
9298.1,16407,-3554,83,171,849,0.874227488352007
4746.66,3853.21,-1910,18,79,317,2.24038394275479
15164.7,63345,-5090,36,215,2188,2.89137545390066
6516.99,11428,-1825.7,22,102,764,4.53554116577306
6611.68,3826.82,-2348.03,67,101,249,3.98480934050612
9541.81,53366.9,-3630,28,188,2599,3.00759903314554
6791.43,10467.2,-3480,16,109,689,2.92887791621524
5327.09,4283.75,-1080,10,79,317,2.15278311362527
15346.7,158770,-10780,132,322,6178,0.0622222728586171
16474.5,178680,-8595,73,347,6976,0.0310062666666667
13526.9,104073,-4535,49,274,4249,0.846909267465364
12679.1,111316,-9156,57,290,4715,0.0144016666666667
24004.3,378190,-5970,123,462,11563,4.30244536568628
13559.2,61963.7,-2130,40,223,2822,4.10525303123296
5818.73,10356,-2116,9,96,648,0.244529063945578
25895.3,345730,-16247,189,588,10404,0.0036796
9380.85,52401.5,-2320,16,188,2599,3.14128556689049
9829.77,105499,-5063,37,223,5007,0.431215423809524
16699.9,184386,-12726,59,405,7096,0.165333966666667
5919.63,7157.2,-1636.11,54,93,545,3.1600480537427
6154.82,10274.6,-3170,16,109,689,2.86030761281875
8980.95,12256.5,-2731.67,84,136,619,3.34333767028781
4291.58,1952.33,-1039.08,5,63,166,2.95512803717477
23798.5,409224,-14081,105,552,12996,0.03374
6659.68,10393.5,-2750,12,109,689,2.76958098056244
5743.75,3597.76,-715.275,43,51,132,2.76201501351441
23800.5,266221,-12900,74,540,8870,2.89736165138968
6215.88,5307.84,-2320,7,79,292,1.7530501330502
24977.2,471178,-11100,57,483,15505,2.81223539079567
4927.97,4302.09,-1460,12,79,317,2.24079206897882
13152.1,60150.8,-5060,34,247,2754,3.18589298489654
24571.5,269975,-10800,103,537,8350,2.86707808967382
11029.7,92328,-5937,31,228,3706,0.401564546969697
6303.68,1833,-1291,19,91,117,0.38029435995671
9383.91,8760,-2413,21,119,344,0.9685238
8896.33,28765.2,-3446.86,34,179,1626,4.47541183738971
7050.14,12212,-2869,41,130,732,0.569220333333333
8987.77,12061.1,-2660.34,96,136,619,3.2338837574314
9877.38,48136.9,-417,17,216,2677,2.96595806963529
4825.41,1690,-1032,20,74,149,2.57251285483421
8561.45,11000.9,-3212,34,156,654,3.88589771266201
8696.91,12031,-4068,103,168,658,0.124084611764706
10629,13158,-3576,25,147,658,0.400395680952381
5186.63,3038.42,-1242.17,49,67,224,2.90660564275203
9714.27,38970.4,-4182.09,41,193,2118,3.3211646315305
7306.21,14170.6,-2344.72,84,120,809,3.0629970024922
8328.6,21021,-175,40,152,1157,1.14502746666667
7610.81,12841.4,-2757,15,132,806,3.65327200994156
12651.9,118196,-8045,25,313,5428,0.0152086666666667
13172.8,49094.6,-5080,19,215,2188,3.01356548098018
22552.8,514962,-10895.1,130,540,18067,4.1244150547812
11228.1,39478.3,-3554.67,37,193,2118,4.20903609756285
4096.15,2183.64,-1044.29,20,54,165,1.56324223942706
8096.18,9440.18,-2959.6,82,130,490,1.6824804631677
22931.1,521069,-11667.7,131,540,18067,4.20976776798604
3853.86,2179.85,-1142.13,20,54,165,1.57621185720197
9238.3,17159.8,-4158.26,33,183,931,1.27130625772011
5720.56,4565.28,-1187.23,20,72,340,4.42066850101443
13823.5,52330.3,-5963.28,50,288,2334,4.60703227687801
5379.85,3545.23,-1057.19,22,71,249,3.5710654444689
23102.2,516465,-11454.7,136,540,18067,4.12571335656524
15928.1,49115.5,-4889.78,68,273,2061,2.96006150713878
8717.67,16840,-2709.28,73,142,844,3.67239861618751
7344.18,5321.6,-1922.48,72,107,346,4.21764031438953
10761.6,33990,-3253,231,188,1262,0.1023014
5361.94,3556.34,-761.635,48,51,132,2.30390652056944
18070.6,160047,-10500,91,388,6290,3.45795718462929
17239.4,113399,-8154,347,329,4345,0.0096416
4965.27,2565,-336,17,81,185,0.719110648917749
14582.1,51202.3,-3840,39,234,2464,3.0167463368733
12150.4,113759,-2850,47,235,4905,2.62771132469015
12507.9,73505.5,-4120,26,249,3630,1.837932452102
13332.1,52080.1,-3990,38,234,2464,2.8432106299297
22658.8,251771,-12200,71,540,8870,3.00549232674853
5718.31,1841.25,-1340.42,15,76,147,4.28174041884941
11691.1,17080.3,-2710,34,145,519,1.34422195079365
10041.3,26707.9,-3399.67,27,174,1415,3.9613944721471
5140.02,4325.92,-998,14,79,317,2.54929245907726
12478.3,73524.3,-4190,26,249,3630,1.8225653031111
14463.1,141809,-4930,59,315,5844,3.39003012375576
2743.06,50.249,-393,6,33,5,1.35822169385402
12034.6,71128.3,-5670.52,49,262,3211,4.75638399983864
9976.89,32051.9,-4466.59,132,204,1692,2.24682312116567
10516.4,60202,-6683,124,210,2745,0.116755866666667
9381.4,12122.4,-2668.24,90,136,619,3.661404606344
12901.7,79405,-4740,35,272,3539,3.10855156632337
7279.61,4143.55,-2296.5,65,101,249,3.92204121582745
7672.88,9596.85,-2851.2,36,138,554,3.50131615255274
9805.99,29587.8,-92.6,52,194,1521,4.35528305404699
7104.27,6135,-2525,4,85,291,0.474644906602094
10167.5,65616,-5438,14,217,2976,0.185628825
7514.16,9161,-4187,42,160,582,0.148312966666667
5209.78,4064.01,-1660.04,130,88,318,2.03685551441637
23438.1,280239,-9033.01,62,468,9276,4.69341118837329
10223.4,86424.2,-3360,16,220,3450,3.05933625518508
12890.5,78541,-4650,53,272,3539,3.35864542702574
15259.9,59436,-4840,34,215,2188,2.94072840849923
4968.28,4170.07,-1100,13,79,317,2.25157759471336
12554.4,84718,-7629,105,222,3622,0.134994011111111
7973.24,16648.4,-2936.96,90,133,890,0.72135748697479
12963.9,94943,-5778,126,284,3803,0.593314021428571
12022.1,114493,-2330,38,235,4905,3.00248059274972
6357.53,3979.31,-1781.58,27,101,270,2.77201150808671
9375.77,38531.8,-4234.04,23,193,2118,2.72638209088295
5046.65,4169.19,-973,10,79,317,2.29488197959808
12771.1,91025.2,-4940,54,254,3885,2.96668655631966
4586.63,3340.79,-1223.19,32,71,249,3.62660191665169
18336.7,104428,-8698,124,362,3552,0.085907647368421
11718,17902.5,-3180,32,145,519,0.700294347619048
11411,36881.7,-2210,38,166,1414,3.75610652927279
13476.5,60163,-4640,28,247,2754,3.51268264037861
11257.4,41397.8,-2600,34,166,1414,3.71168292867451
3977.54,1446.14,-975.877,42,52,133,2.09074498672235
6607.35,13553,-1593.58,13,96,804,2.28941152706577
9724.35,26900.9,-3567.47,28,174,1415,3.42441007249397
6340.51,5542.88,-1670,24,85,343,1.45337692318137
12782.6,118932,-4840,38,235,4905,1.98398495760235
9559.29,12029.7,-2628.34,72,136,619,3.91131636840574
15027.1,57950.9,-5250,38,215,2188,3.13838924494031
2457.03,50.0985,-397,92,33,5,2.96999256463884
9520.17,27328.4,-2957.01,99,158,1403,3.87391003130542
20431.6,454817,-10879,83,486,14809,0.850174417812971
11462.1,81596,-7597,38,253,3709,0.300220966666667
8405.86,19609,-4551,37,155,1111,0.041622
7726.52,4619.29,-2555.36,23,131,271,4.0624761062317
10132.6,37137.4,-3638.04,43,193,2118,3.46356124704271
